STITCH 1,STITCH 2,Polypharmacy Side Effect,Side Effect Name
CID000003016,CID000004189,C0398353,Hypoventilation
CID000003016,CID000004189,C0149931,migraine
CID000003016,CID000004189,C0009421,coma
CID000003016,CID000004189,C0032300,lobar pneumonia
CID000003016,CID000004189,C0750426,increased white blood cell count
CID000003016,CID000004189,C0042267,Colpitis
CID000003016,CID000004189,C0973461,dysphasia
CID000003016,CID000004189,C0220981,metabolic acidosis
CID000003016,CID000004189,C0004626,bacterial pneumonia
CID000003016,CID000004189,C0006325,bruxism
CID000003750,CID000004666,C0232492,abdominal pain upper
CID000003750,CID000004666,C0026986,myelodysplasia
CID000003750,CID000004666,C0027441,nasopharyngitis
CID000003750,CID000004666,C0151904,Aspartate Aminotransferase Increase
CID000003750,CID000004666,C0029925,Ovarian cancer
CID000003750,CID000004666,C0011175,dehydration
CID000003750,CID000004666,C0032285,neumonia
CID000003750,CID000004666,C0006267,bronchiectasis
CID000003750,CID000004666,C0007177,Cardiac tamponade
CID000003750,CID000004666,C0027051,heart attack
CID000003750,CID000004666,C0398353,Hypoventilation
CID000003750,CID000004666,C0015967,body temperature increased
CID000003750,CID000004666,C0001418,adenocarcinoma
CID000003750,CID000004666,C0018800,cardiac enlargement
CID000003750,CID000004666,C0018801,cardiac failure
CID000003750,CID000004666,C0018802,Cardiac decompensation
CID000003750,CID000004666,C1145670,respiratory failure
CID000003750,CID000004666,C0040034,thrombocytopenia
CID000003750,CID000004666,C0206063,radiation pneumonitis
CID000003750,CID000004666,C0019080,Bleeding
CID000003750,CID000004666,C0011334,dental caries
CID000003750,CID000004666,C0020456,hyperglycaemia
CID000003750,CID000004666,C0030312,bone marrow failure
CID000003750,CID000004666,C0023895,disease of liver
CID000003750,CID000004666,C0004238,AFIB
CID000003750,CID000004666,C0034063,lung edema
CID000003750,CID000004666,C0022661,Chronic Kidney Disease
CID000003750,CID000004666,C0022660,acute kidney failure
CID000003750,CID000004666,C0152013,lung adenocarcinoma
CID000003750,CID000004666,C0013404,Difficulty breathing
CID000003750,CID000004666,C0031039,pericardial effusion
CID000003750,CID000004666,C0013221,drug toxicity NOS
CID000003750,CID000004666,C0750426,increased white blood cell count
CID000003750,CID000004666,C0006826,cancer
CID000003750,CID000004666,C0242379,lung neoplasm malignant
CID000003750,CID000004666,C0023798,lipoma
CID000003750,CID000004666,C0042487,phlebothrombosis
CID000003750,CID000004666,C0008033,pleural pain
CID000003750,CID000004666,C0239739,gingival pain
CID000003750,CID000004666,C0006277,bronchitis
CID000003750,CID000004666,C0035222,Acute Respiratory Distress Syndrome
CID000003750,CID000004666,C0024121,lung neoplasms
CID000003750,CID000004666,C0006840,Candida Infection
CID000003750,CID000004666,C0162297,pulmonary arrest
CID000003750,CID000004666,C0034069,lung fibrosis
CID000003750,CID000004666,C0699791,Gastric Cancer
CID000003750,CID000004666,C0032326,pneumothorax
CID000003750,CID000004666,C0021141,ADH inappropriate
CID000003750,CID000004666,C0003123,Anorexia
CID000003750,CID000004666,C0151970,esophageal ulcer
CID000003750,CID000004666,C0036572,convulsion
CID000003750,CID000004666,C0022658,disorder Renal
CID000003750,CID000004666,C0206062,ild
CID000003750,CID000004666,C0020625,blood sodium decreased
CID000003750,CID000004666,C0024115,Disorder Lung
CID000003750,CID000004666,C0023418,Leukaemia
CID000003750,CID000004666,C0024117,chronic obstructive airway disease
CID000003750,CID000004666,C0032227,Pleural Effusion
CID000003750,CID000004666,C0036974,cardiovascular collapse
CID000003750,CID000004666,C0031046,pericarditis
CID000003750,CID000004666,C0016169,fistula
CID000003750,CID000004666,C0023530,leucopenia
CID000003750,CID000004666,C0018681,Head ache
CID000004173,CID000005538,C0017152,gastric inflammation
CID000004173,CID000005538,C0085631,agitated
CID000004173,CID000005538,C0004604,Back Ache
CID000004173,CID000005538,C0027059,myocarditis
CID000004173,CID000005538,C0027404,narcolepsy
CID000004173,CID000005538,C0027051,heart attack
CID000004173,CID000005538,C0702166,Acne
CID000004173,CID000005538,C0014868,esophagitis
CID000004173,CID000005538,C0027962,melanocytic naevus
CID000004173,CID000005538,C0151786,muscle weakness
CID000004173,CID000005538,C0024523,malabsorption
CID000004173,CID000005538,C0151825,bone pain
CID000004173,CID000005538,C0024121,lung neoplasms
CID000004173,CID000005538,C0043352,aptyalism
CID000004173,CID000005538,C0002871,anaemia
CID000004173,CID000005538,C0005747,Blepharospasm
CID000004173,CID000005538,C0003811,Arrhythmia
CID000004173,CID000005538,C0027796,Neuralgia
CID000004173,CID000005538,C0242301,furuncle
CID000004173,CID000005538,C0008031,chest pain
CID000004173,CID000005538,C0008033,pleural pain
CID000004173,CID000005538,C0017168,acid reflux
CID000004173,CID000005538,C0017565,Bleeding gums
CID000004173,CID000005538,C0028259,nodule
CID000004173,CID000005538,C0040247,tinea
CID000004173,CID000005538,C0030196,Extremity pain
CID000004173,CID000005538,C0009763,conjunctivitis
CID000004173,CID000005538,C0034735,Raynauds phenomenon
CID000004173,CID000005538,C0022658,disorder Renal
CID000004173,CID000005538,C0042345,varicose vein
CID000004173,CID000005538,C0020621,hypokalaemia
CID000004173,CID000005538,C0017979,glucosuria
CID000004173,CID000005538,C0149871,deep vein thromboses
CID000004173,CID000005538,C0016382,facial flushing
CID000004173,CID000005538,C0011854,insulin dependent diabetes mellitus
CID000004173,CID000005538,C0750426,increased white blood cell count
CID000004173,CID000005538,C0035258,Ekbom Syndrome
CID000004173,CID000005538,C0011633,dermatomyositis
CID000004173,CID000005538,C0085615,bundle branch block right
CID000004173,CID000005538,C0027709,nephrocalcinosis
CID000004173,CID000005538,C0085593,chill
CID000004173,CID000005538,C0007859,cervicalgia
CID000004173,CID000005538,C0020453,hyperaesthesia
CID000004173,CID000005538,C0011334,dental caries
CID000004173,CID000005538,C0020456,hyperglycaemia
CID000004173,CID000005538,C0497247,arterial pressure NOS increased
CID000004173,CID000005538,C0027339,Nail disorder
CID000004173,CID000005538,C0031925,pilonidal cyst
CID000004173,CID000005538,C0012833,dizziness
CID000004173,CID000005538,C0035854,acne rosacea
CID000004173,CID000005538,C0019196,Hepatitis C
CID000004173,CID000005538,C0015672,Fatigue
CID000004173,CID000005538,C0004153,Atherosclerosis
CID000004173,CID000005538,C0023798,lipoma
CID000004173,CID000005538,C0037287,Nodule Skin
CID000004173,CID000005538,C0016199,flank pain
CID000004173,CID000005538,C0010666,cystic acne
CID000004173,CID000005538,C0029443,osteomyelitis
CID000004173,CID000005538,C0017181,gastrointestinal bleed
CID000004173,CID000005538,C0149745,mouth ulcer
CID000004173,CID000005538,C0020443,elevated cholesterol
CID000004173,CID000005538,C0010054,arteriosclerotic heart disease
CID000004173,CID000005538,C0038395,streptococcal infection
CID000004173,CID000005538,C0022408,arthropathy
CID000004173,CID000005538,C0026846,amyotrophy
CID000004173,CID000005538,C0017672,glossodynia
CID000004173,CID000005538,C0014553,petit mal
CID000004173,CID000005538,C0037763,muscle spasm
CID000004173,CID000005538,C0015230,eruption
CID000004173,CID000005538,C0011615,allergic dermatitis
CID000004173,CID000005538,C0878544,Cardiomyopathy
CID000004173,CID000005538,C0030554,Paraesthesia
CID000004173,CID000005538,C0158252,intervertebral disc disorder
CID000004173,CID000005538,C0398353,Hypoventilation
CID000004173,CID000005538,C0036421,Scleroderma
CID000004173,CID000005538,C0149756,fascitis plantar
CID000004173,CID000005538,C0038363,aphthous stomatitis
CID000004173,CID000005538,C0038362,mucositis oral
CID000004173,CID000005538,C1269683,major depression
CID000004173,CID000005538,C0162316,iron deficiency anaemia
CID000004173,CID000005538,C0151904,Aspartate Aminotransferase Increase
CID000004173,CID000005538,C0022661,Chronic Kidney Disease
CID000004173,CID000005538,C0040252,body tinea
CID000004173,CID000005538,C0008767,Scar
CID000004173,CID000005538,C0018790,asystole
CID000004173,CID000005538,C0018799,cardiac disease
CID000004173,CID000005538,C0020676,hypothyroid
CID000004173,CID000005538,C0232492,abdominal pain upper
CID000004173,CID000005538,C0002736,als
CID000004173,CID000005538,C0151766,Abnormal LFTs
CID000004173,CID000005538,C0085648,synovial cyst
CID000004173,CID000005538,C0032580,familial adenomatous polyposis
CID000004173,CID000005538,C0030252,palpitation
CID000004173,CID000005538,C0311394,difficulty in walking
CID000004173,CID000005538,C0277925,Cold extremities
CID000004173,CID000005538,C0011168,deglutition disorder
CID000004173,CID000005538,C0013491,ecchymoses
CID000004173,CID000005538,C0011206,acute brain syndrome
CID000004173,CID000005538,C0003123,Anorexia
CID000004173,CID000005538,C0149931,migraine
CID000004173,CID000005538,C0151971,intestinal ulcer
CID000004173,CID000005538,C0221245,Rhagades
CID000004173,CID000005538,C0027813,Neuritis
CID000004173,CID000005538,C0031099,periodontitis
CID000004173,CID000005538,C0018944,haematoma
CID000004173,CID000005538,C0031090,periodontal disease
CID000004173,CID000005538,C0013473,eating disorder
CID000004173,CID000005538,C0039231,heart rate increased
CID000004173,CID000005538,C0085624,burning sensation
CID000004173,CID000005538,C0033687,proteinuria
CID000004173,CID000005538,C0027707,Interstitial nephritis
CID000004173,CID000005538,C0085655,polymyositis
CID000004173,CID000005538,C0520474,aseptic necrosis bone
CID000004173,CID000005538,C0011175,dehydration
CID000004173,CID000005538,C0035078,kidney failure
CID000004173,CID000005538,C0018021,goiter
CID000004173,CID000005538,C0013404,Difficulty breathing
CID000004173,CID000005538,C0007789,cerebral palsy
CID000004173,CID000005538,C0015732,faecal incontinence
CID000004173,CID000005538,C0011860,Mod
CID000004173,CID000005538,C0003850,arteriosclerosis
CID000004173,CID000005538,C0008350,cholelithiasis
CID000004173,CID000005538,C0002962,angina
CID000004173,CID000005538,C0851578,sleep disorder
CID000004173,CID000005538,C0034212,pyoderma
CID000004173,CID000005538,C0018939,Blood disorder
CID000004173,CID000005538,C0033975,psychoses
CID000004173,CID000005538,C1253936,joint effusion
CID000004173,CID000005538,C0231528,aching muscles
CID000004173,CID000005538,C0000833,abscess
CID000004173,CID000005538,C1442903,bone spur
CID000004173,CID000005538,C0003862,Aching joints
CID000004173,CID000005538,C0027719,nephrosclerosis
CID000004173,CID000005538,C0003864,arthritis
CID000004173,CID000005538,C0870082,hyperkeratosis
CID000004173,CID000005538,C0009376,colonic polyp
CID000004159,CID000005245,C0017152,gastric inflammation
CID000004159,CID000005245,C0001418,adenocarcinoma
CID000004159,CID000005245,C0027051,heart attack
CID000004159,CID000005245,C0267112,erosive gastritis
CID000004159,CID000005245,C0042029,Infection Urinary Tract
CID000004159,CID000005245,C0020538,High blood pressure
CID000004159,CID000005245,C0003873,Arthritis rheumatoid
CID000004159,CID000005245,C0034186,pyelonephritis
CID000004159,CID000005245,C0041909,upper gastrointestinal bleeding
CID000004159,CID000005245,C0002871,anaemia
CID000004159,CID000005245,C0003811,Arrhythmia
CID000004159,CID000005245,C0033246,proctitis
CID000004159,CID000005245,C0019291,hernia hiatal
CID000004159,CID000005245,C0030193,Pain
CID000004159,CID000005245,C0030196,Extremity pain
CID000004159,CID000005245,C0080179,Spinal fracture
CID000004159,CID000005245,C0039070,Fainting
CID000004159,CID000005245,C0428977,bradycardia
CID000004159,CID000005245,C0032227,Pleural Effusion
CID000004159,CID000005245,C0017979,glucosuria
CID000004159,CID000005245,C0009938,bruise
CID000004159,CID000005245,C0007117,basal cell carcinoma
CID000004159,CID000005245,C0023530,leucopenia
CID000004159,CID000005245,C0038454,apoplexy
CID000004159,CID000005245,C0004144,atelectasis
CID000004159,CID000005245,C0032285,neumonia
CID000004159,CID000005245,C0011630,Cutaneous mycosis
CID000004159,CID000005245,C0027709,nephrocalcinosis
CID000004159,CID000005245,C0085593,chill
CID000004159,CID000005245,C0020456,hyperglycaemia
CID000004159,CID000005245,C0019112,haemorrhoids
CID000004159,CID000005245,C0497247,arterial pressure NOS increased
CID000004159,CID000005245,C0013604,edema
CID000004159,CID000005245,C0009186,coccidioidomycosis
CID000004159,CID000005245,C0032231,pleurisy
CID000004159,CID000005245,C0151436,allergic vasculitis
CID000004159,CID000005245,C0013221,drug toxicity NOS
CID000004159,CID000005245,C0015403,eye infection
CID000004159,CID000005245,C0004093,asthenia
CID000004159,CID000005245,C0040264,tinnitus
CID000004159,CID000005245,C0006277,bronchitis
CID000004159,CID000005245,C0016053,fibromyalgia
CID000004159,CID000005245,C0017181,gastrointestinal bleed
CID000004159,CID000005245,C0006840,Candida Infection
CID000004159,CID000005245,C0034069,lung fibrosis
CID000004159,CID000005245,C0020443,elevated cholesterol
CID000004159,CID000005245,C0019079,coughing blood
CID000004159,CID000005245,C0009421,coma
CID000004159,CID000005245,C0039483,temporal arteritis
CID000004159,CID000005245,C0024117,chronic obstructive airway disease
CID000004159,CID000005245,C0042384,angiitis
CID000004159,CID000005245,C0043096,loss of weight
CID000004159,CID000005245,C0015230,eruption
CID000004159,CID000005245,C0011615,allergic dermatitis
CID000004159,CID000005245,C0018965,blood in urine
CID000004159,CID000005245,C0026272,mixed connective tissue disease
CID000004159,CID000005245,C0018802,Cardiac decompensation
CID000004159,CID000005245,C0149516,chronic sinusitis
CID000004159,CID000005245,C0235896,lung infiltration
CID000004159,CID000005245,C0020473,hyperlipaemia
CID000004159,CID000005245,C0023418,Leukaemia
CID000004159,CID000005245,C0917799,excessive sleepiness
CID000004159,CID000005245,C0020162,humerus fracture
CID000004159,CID000005245,C0021400,flu
CID000004159,CID000005245,C0014549,Convulsions Grand Mal
CID000004159,CID000005245,C0086543,cataract
CID000004159,CID000005245,C0020676,hypothyroid
CID000004159,CID000005245,C0497327,amentia
CID000004159,CID000005245,C0011603,dermatitides
CID000004159,CID000005245,C0037199,Sinusitis
CID000004159,CID000005245,C0149725,Chest infection
CID000004159,CID000005245,C0010054,arteriosclerotic heart disease
CID000004159,CID000005245,C0030252,palpitation
CID000004159,CID000005245,C0311394,difficulty in walking
CID000004159,CID000005245,C0030312,bone marrow failure
CID000004159,CID000005245,C1510475,diverticulosis
CID000004159,CID000005245,C0003123,Anorexia
CID000004159,CID000005245,C0836924,increased platelet count
CID000004159,CID000005245,C0242362,Intervertebral Disc Herniation
CID000004159,CID000005245,C0221245,Rhagades
CID000004159,CID000005245,C0042487,phlebothrombosis
CID000004159,CID000005245,C0264906,atrioventricular block second degree
CID000004159,CID000005245,C0040034,thrombocytopenia
CID000004159,CID000005245,C0019521,hiccough
CID000004159,CID000005245,C0027947,Neutropenia
CID000004159,CID000005245,C0007787,transient ischaemic attack
CID000004159,CID000005245,C0022602,actinic keratosis
CID000004159,CID000005245,C0750426,increased white blood cell count
CID000004159,CID000005245,C0002962,angina
CID000004159,CID000005245,C0029408,Osteoarthritis
CID000004159,CID000005245,C0243026,sepsis
CID000004159,CID000005245,C1384666,Decreased hearing
CID000004159,CID000005245,C0007282,carotid artery stenosis
CID000004159,CID000005245,C0042961,volvulus
CID000004159,CID000005245,C0003467,Anxiety
CID000004159,CID000005245,C0018932,haematochezia
CID000004159,CID000005245,C0021141,ADH inappropriate
CID000004159,CID000005245,C0041912,Infection Upper Respiratory
CID000004946,CID005311297,C0497156,Adenopathy
CID000004946,CID005311297,C0008320,cholecystectomies
CID000004946,CID005311297,C0699744,ear infection
CID000004946,CID005311297,C0024523,malabsorption
CID000004946,CID005311297,C0011175,dehydration
CID000004946,CID005311297,C0027051,heart attack
CID000004946,CID005311297,C0013182,Drug hypersensitivity
CID000004946,CID005311297,C0042029,Infection Urinary Tract
CID000004946,CID005311297,C0151786,muscle weakness
CID000004946,CID005311297,C0020538,High blood pressure
CID000004946,CID005311297,C0221706,road traffic accident
CID000004946,CID005311297,C0033774,itch
CID000004946,CID005311297,C0002878,haemolytic anaemia
CID000004946,CID005311297,C0011880,diabetic acidosis
CID000004946,CID005311297,C0042109,hive
CID000004946,CID005311297,C0035078,kidney failure
CID000004946,CID005311297,C0043352,aptyalism
CID000004946,CID005311297,C0030446,adynamic ileus
CID000004946,CID005311297,C0022346,icterus
CID000004946,CID005311297,C0003811,Arrhythmia
CID000004946,CID005311297,C0008031,chest pain
CID000004946,CID005311297,C0270996,eye swelling
CID000004946,CID005311297,C0003564,Aphonia
CID000004946,CID005311297,C0030193,Pain
CID000004946,CID005311297,C0030196,Extremity pain
CID000004946,CID005311297,C0027497,nausea
CID000004946,CID005311297,C0039070,Fainting
CID000004946,CID005311297,C0002170,alopecia
CID000004946,CID005311297,C0020437,Blood Calcium Increased
CID000004946,CID005311297,C0038454,apoplexy
CID000004946,CID005311297,C0085593,chill
CID000004946,CID005311297,C0007859,cervicalgia
CID000004946,CID005311297,C0018674,head injury
CID000004946,CID005311297,C0020453,hyperaesthesia
CID000004946,CID005311297,C0020456,hyperglycaemia
CID000004946,CID005311297,C0020458,hyperhidrosis
CID000004946,CID005311297,C0013604,edema
CID000004946,CID005311297,C0020615,hypoglycaemia
CID000004946,CID005311297,C0015672,Fatigue
CID000004946,CID005311297,C0004093,asthenia
CID000004946,CID005311297,C0042571,spinning sensation
CID000004946,CID005311297,C0011991,diarrhea
CID000004946,CID005311297,C0011849,Diabetes
CID000004946,CID005311297,C0006277,bronchitis
CID000004946,CID005311297,C0029443,osteomyelitis
CID000004946,CID005311297,C0085583,choreoathetosis
CID000004946,CID005311297,C0006840,Candida Infection
CID000004946,CID005311297,C0019360,herpes zoster
CID000004946,CID005311297,C0010054,arteriosclerotic heart disease
CID000004946,CID005311297,C0003467,Anxiety
CID000004946,CID005311297,C0041755,ADVERSE DRUG EFFECT
CID000004946,CID005311297,C0022408,arthropathy
CID000004946,CID005311297,C0030920,gastroduodenal ulcer
CID000004946,CID005311297,C0024117,chronic obstructive airway disease
CID000004946,CID005311297,C0020040,hot flash
CID000004946,CID005311297,C0036974,cardiovascular collapse
CID000004946,CID005311297,C0010692,Bladder inflammation
CID000004946,CID005311297,C0318712,gastroenteritis viral
CID000004946,CID005311297,C0007642,cellulitis
CID000004946,CID005311297,C0011615,allergic dermatitis
CID000004946,CID005311297,C0009806,constipated
CID000004946,CID005311297,C0005779,Clotting
CID000004946,CID005311297,C0030554,Paraesthesia
CID000004946,CID005311297,C0006266,bronchial spasm
CID000004946,CID005311297,C0013384,abnormal movements
CID000004946,CID005311297,C0398353,Hypoventilation
CID000004946,CID005311297,C0018802,Cardiac decompensation
CID000004946,CID005311297,C0038362,mucositis oral
CID000004946,CID005311297,C0152031,joint swelling
CID000004946,CID005311297,C0042373,angiopathy
CID000004946,CID005311297,C0023895,disease of liver
CID000004946,CID005311297,C0151904,Aspartate Aminotransferase Increase
CID000004946,CID005311297,C0022660,acute kidney failure
CID000004946,CID005311297,C0151825,bone pain
CID000004946,CID005311297,C0021400,flu
CID000004946,CID005311297,C0518988,dental abscess
CID000004946,CID005311297,C0018790,asystole
CID000004946,CID005311297,C0018799,cardiac disease
CID000004946,CID005311297,C0018418,gynaecomastia
CID000004946,CID005311297,C0038525,subarachnoid haemorrhage
CID000004946,CID005311297,C0011603,dermatitides
CID000004946,CID005311297,C0151766,Abnormal LFTs
CID000004946,CID005311297,C0013395,dyspepsia
CID000004946,CID005311297,C0039239,sinus tachycardia
CID000004946,CID005311297,C0011609,dermatitis medicamentosa
CID000004946,CID005311297,C0085649,edema extremities
CID000004946,CID005311297,C0040128,thyroid disease
CID000004946,CID005311297,C0037383,sneezing
CID000004946,CID005311297,C0004096,asthma
CID000004946,CID005311297,C0020461,Excess potassium
CID000004946,CID005311297,C0038358,gastric ulcer
CID000004946,CID005311297,C0039503,Tendinitis
CID000004946,CID005311297,C0442874,neuropathy
CID000004946,CID005311297,C0011206,acute brain syndrome
CID000004946,CID005311297,C0026821,cramp
CID000004946,CID005311297,C0086543,cataract
CID000004946,CID005311297,C0013144,drowsiness
CID000004946,CID005311297,C0021311,infection
CID000004946,CID005311297,C0030305,pancreatitis
CID000004946,CID005311297,C0027868,Neuromuscular Disorder
CID000004946,CID005311297,C0013362,dysarthria
CID000004946,CID005311297,C0042487,phlebothrombosis
CID000004946,CID005311297,C0085635,flashing lights
CID000004946,CID005311297,C0009421,coma
CID000004946,CID005311297,C0027424,nasal congestion
CID000004946,CID005311297,C0010200,Cough
CID000004946,CID005311297,C0014591,epistaxis
CID000004946,CID005311297,C0520474,aseptic necrosis bone
CID000004946,CID005311297,C0043144,wheeze
CID000004946,CID005311297,C0037315,sleep apnea
CID000004946,CID005311297,C0000731,abdominal distension
CID000004946,CID005311297,C0000737,abdominal pain
CID000004946,CID005311297,C0227791,vaginal discharge
CID000004946,CID005311297,C0917801,insomnia
CID000004946,CID005311297,C0243026,sepsis
CID000004946,CID005311297,C0042963,emesis
CID000004946,CID005311297,C0020649,arterial pressure NOS decreased
CID000004946,CID005311297,C0015695,fatty liver
CID000004946,CID005311297,C0010709,cyst
CID000004946,CID005311297,C0039520,Tenosynovitis
CID000004946,CID005311297,C0041657,loss of consciousness
CID000004946,CID005311297,C0032768,Postherpetic Neuralgia
CID000004946,CID005311297,C0014457,Eosinophil Count Increased
CID000004946,CID005311297,C0220981,metabolic acidosis
CID000004946,CID005311297,C0220982,ketoacidosis
CID000004946,CID005311297,C0220983,metabolic alkalosis
CID000004946,CID005311297,C0018681,Head ache
CID000001065,CID000003075,C0235527,right heart failure
CID000001065,CID000003075,C0004604,Back Ache
CID000001065,CID000003075,C0267596,haemorrhage rectum
CID000001065,CID000003075,C0038002,enlarged spleen
CID000001065,CID000003075,C0027404,narcolepsy
CID000001065,CID000003075,C0015967,body temperature increased
CID000001065,CID000003075,C0558489,kidney pain
CID000001065,CID000003075,C0018926,haematemesis
CID000001065,CID000003075,C0014868,esophagitis
CID000001065,CID000003075,C0009676,confusion
CID000001065,CID000003075,C0027962,melanocytic naevus
CID000001065,CID000003075,C0151786,muscle weakness
CID000001065,CID000003075,C0456909,blindness
CID000001065,CID000003075,C0020538,High blood pressure
CID000001065,CID000003075,C0022346,icterus
CID000001065,CID000003075,C0003873,Arthritis rheumatoid
CID000001065,CID000003075,C0035078,kidney failure
CID000001065,CID000003075,C0003811,Arrhythmia
CID000001065,CID000003075,C0027796,Neuralgia
CID000001065,CID000003075,C0017160,gastroenteritis
CID000001065,CID000003075,C0018188,granuloma
CID000001065,CID000003075,C0017168,acid reflux
CID000001065,CID000003075,C0085605,Hepatic failure
CID000001065,CID000003075,C0030193,Pain
CID000001065,CID000003075,C0027497,nausea
CID000001065,CID000003075,C0039070,Fainting
CID000001065,CID000003075,C0221776,mouth pain
CID000001065,CID000003075,C0004238,AFIB
CID000001065,CID000003075,C0013295,duodenal ulcer
CID000001065,CID000003075,C0016382,facial flushing
CID000001065,CID000003075,C0019284,diaphragmatic hernia
CID000001065,CID000003075,C0750426,increased white blood cell count
CID000001065,CID000003075,C0016204,flatulence
CID000001065,CID000003075,C0019112,haemorrhoids
CID000001065,CID000003075,C0013604,edema
CID000001065,CID000003075,C0024437,macula lutea degeneration
CID000001065,CID000003075,C0019212,hepatorenal syndrome
CID000001065,CID000003075,C0026858,musculoskeletal pain
CID000001065,CID000003075,C0004093,asthenia
CID000001065,CID000003075,C0011991,diarrhea
CID000001065,CID000003075,C0034067,emphysema
CID000001065,CID000003075,C0017181,gastrointestinal bleed
CID000001065,CID000003075,C0149745,mouth ulcer
CID000001065,CID000003075,C0034069,lung fibrosis
CID000001065,CID000003075,C0019209,enlarged liver
CID000001065,CID000003075,C0010054,arteriosclerotic heart disease
CID000001065,CID000003075,C0022408,arthropathy
CID000001065,CID000003075,C0017672,glossodynia
CID000001065,CID000003075,C0042769,Infection Viral
CID000001065,CID000003075,C0036974,cardiovascular collapse
CID000001065,CID000003075,C0149678,EBV infection
CID000001065,CID000003075,C0043094,weight gain
CID000001065,CID000003075,C0015230,eruption
CID000001065,CID000003075,C0011615,allergic dermatitis
CID000001065,CID000003075,C0009806,constipated
CID000001065,CID000003075,C0005779,Clotting
CID000001065,CID000003075,C0151908,dry skin
CID000001065,CID000003075,C0006840,Candida Infection
CID000001065,CID000003075,C0041582,ulcer
CID000001065,CID000003075,C0575081,Abnormal Gait
CID000001065,CID000003075,C0012813,diverticulitis
CID000001065,CID000003075,C0023895,disease of liver
CID000001065,CID000003075,C0917799,excessive sleepiness
CID000001065,CID000003075,C0022660,acute kidney failure
CID000001065,CID000003075,C0009938,bruise
CID000001065,CID000003075,C0008767,Scar
CID000001065,CID000003075,C0151514,atrophy of skin
CID000001065,CID000003075,C0018799,cardiac disease
CID000001065,CID000003075,C0031046,pericarditis
CID000001065,CID000003075,C0151766,Abnormal LFTs
CID000001065,CID000003075,C0013395,dyspepsia
CID000001065,CID000003075,C0031256,petechia
CID000001065,CID000003075,C0004096,asthma
CID000001065,CID000003075,C0575090,balance disorder
CID000001065,CID000003075,C0038358,gastric ulcer
CID000001065,CID000003075,C0277925,Cold extremities
CID000001065,CID000003075,C0836924,increased platelet count
CID000001065,CID000003075,C0263912,rotator cuff syndrome
CID000001065,CID000003075,C0851886,Pneumocystis carinii infection
CID000001065,CID000003075,C0036421,Scleroderma
CID000001065,CID000003075,C0013473,eating disorder
CID000001065,CID000003075,C0042487,phlebothrombosis
CID000001065,CID000003075,C0002622,Amnesia
CID000001065,CID000003075,C1145670,respiratory failure
CID000001065,CID000003075,C0018824,cardiac valvulopathy
CID000001065,CID000003075,C0019080,Bleeding
CID000001065,CID000003075,C0011175,dehydration
CID000001065,CID000003075,C0014118,endocarditis
CID000001065,CID000003075,C0019163,hepatitis B
CID000001065,CID000003075,C0000737,abdominal pain
CID000001065,CID000003075,C0003504,aortic regurgitation
CID000001065,CID000003075,C0042963,emesis
CID000001065,CID000003075,C0004623,Bacterial infection
CID000001065,CID000003075,C0029163,mouth bleeding
CID000001065,CID000003075,C0231528,aching muscles
CID000001065,CID000003075,C0034902,aplasia pure red cell
CID000001065,CID000003075,C0220981,metabolic acidosis
CID000001065,CID000003075,C0025222,black stools
CID000001065,CID000003075,C0009376,colonic polyp
CID000002576,CID000005538,C0009676,confusion
CID000002576,CID000005538,C0027796,Neuralgia
CID000002576,CID000005538,C0011603,dermatitides
CID000002576,CID000005538,C0033774,itch
CID000002576,CID000005538,C0008031,chest pain
CID000002576,CID000005538,C0038663,attempted suicide
CID000002576,CID000005538,C0021845,intestinal perforation
CID000002576,CID000005538,C0008767,Scar
CID000002576,CID000005538,C0015672,Fatigue
CID000002576,CID000005538,C0022548,Keloid scar
CID000002576,CID000005538,C0010709,cyst
CID000002576,CID000005538,C0018681,Head ache
CID000002541,CID000002585,C0231807,Dyspnea exertional
CID000002541,CID000002585,C0595939,still birth
CID000002541,CID000002585,C0033860,psoriasis
CID000002541,CID000002585,C0020437,Blood Calcium Increased
CID000002541,CID000002585,C0035317,retinal bleeding
CID000002541,CID000002585,C0027121,muscle inflammation
CID000002541,CID000002585,C0151786,muscle weakness
CID000002541,CID000002585,C0016977,gall bladder
CID000002541,CID000002585,C0033774,itch
CID000002541,CID000002585,C0011881,Diabetic Nephropathy
CID000002541,CID000002585,C0151825,bone pain
CID000002541,CID000002585,C0042109,hive
CID000002541,CID000002585,C0041909,upper gastrointestinal bleeding
CID000002541,CID000002585,C0149521,pancreatitis relapsing
CID000002541,CID000002585,C0005745,blepharoptosis
CID000002541,CID000002585,C0005747,Blepharospasm
CID000002541,CID000002585,C0003811,Arrhythmia
CID000002541,CID000002585,C0042514,tachycardia ventricular
CID000002541,CID000002585,C0030196,Extremity pain
CID000002541,CID000002585,C0158252,intervertebral disc disorder
CID000002541,CID000002585,C0003486,aortic aneurysm
CID000002541,CID000002585,C0039070,Fainting
CID000002541,CID000002585,C0600139,Carcinoma of Prostate
CID000002541,CID000002585,C0002170,alopecia
CID000002541,CID000002585,C0428977,bradycardia
CID000002541,CID000002585,C0017658,glomerulonephritis
CID000002541,CID000002585,C0149871,deep vein thromboses
CID000002541,CID000002585,C0264545,pleural fibrosis
CID000002541,CID000002585,C0004144,atelectasis
CID000002541,CID000002585,C0242453,prostatism
